"CA Owner","Certificate Name","Apple Status","Apple Trust Bits","Google Chrome Status","Microsoft Status","Microsoft EKUs","Mozilla Status","Mozilla Trust Bits","SHA-256 Fingerprint"
"A-Trust","A-Trust-Root-07","Not Included","","Not Included","Included","Server Authentication","Not Yet Included","","8AC552AD577E37AD2C6808D72AA331D6A96B4B3FEBFF34CE9BC0578E08055EC3"
"A-Trust","A-Trust-Root-09","Not Included","","Not Included","Included","Server Authentication;Client Authentication","Not Yet Included","","7A38F708A35A31E42E1CF3220F9A2D273E7666354618B2464657D43D8E77ADC2"
"AC Camerfirma, S.A.","Chambers of Commerce Root","Removed","","Not Included","NotBefore","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","Removed","","0C258A12A5674AEF25F28BA7DCFAECEEA348E541E6F5CC4EE63B71B361606AC3"
"AC Camerfirma, S.A.","Chambers of Commerce Root - 2008","Blocked","","Not Included","Included","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","Removed","","063E4AFAC491DFD332F3089B8542E94617D893D7FE944E10A7937EE29D9693C0"
"AC Camerfirma, S.A.","CHAMBERS OF COMMERCE ROOT - 2016","Not Included","","Not Included","Included","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","Not Yet Included","","04F1BEC36951BC1454A904CE32890C5DA3CDE1356B7900F6E62DFA2041EBAD51"
"AC Camerfirma, S.A.","Global Chambersign Root - 2008","Blocked","","Not Included","Included","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","Removed","","136335439334A7698016A0D324DE72284E079D7B5220BB8FBD747816EEBEBACA"
"AC Camerfirma, S.A.","GLOBAL CHAMBERSIGN ROOT - 2016","Not Included","","Not Included","Included","Server Authentication;Client Authentication;Secure Email","Not Yet Included","","C1D80CE474A51128B77E794A98AA2D62A0225DA3F419E5C7ED73DFBF660E7109"
"Actalis","Actalis Authentication Root CA","Included","serverAuth;clientAuth;emailProtection","Included","Included","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","Included","Websites;Email","55926084EC963A64B96E2ABE01CE0BA86A64FBFEBCC7AAB5AFC155B37FD76066"
"Agence Nationale de Certification Electronique","TunTrust Root CA","Not Included","","Included","Included","Server Authentication;Client Authentication","Included","Websites","2E44102AB58CB85419451C8E19D9ACF3662CAFBC614B6A53960A30F7D0E2EB41"
"Agencia Notarial de Certificación (ANCERT)","ANCERT Certificados CGN V2","Not Included","","Not Included","Included","Server Authentication;Client Authentication;Code Signing;Document Signing;Secure Email;Time Stamping","Not Yet Included","","F4336BC2AC75950BECCF1C1F2F9DA6DDDAFD1F41161CA71F59C76889BD474033"
"Agencia Notarial de Certificación (ANCERT)","ANCERT Certificados Notariales V2","Not Included","","Not Included","Included","Server Authentication;Client Authentication;Code Signing;Document Signing;Secure Email;Time Stamping","Not Yet Included","","4BE8B5A1C76C6AEAD0611918FCCF9DBD398B67FB12294758BDF994D0F9682F60"
"Amazon Trust Services","Amazon Root CA 1","Included","serverAuth;clientAuth;emailProtection","Included","Included","Server Authentication;Client Authentication;Document Signing;Encrypting File System;Secure Email;Time Stamping","Included","Websites;Email","8ECDE6884F3D87B1125BA31AC3FCB13D7016DE7F57CC904FE1CB97C6AE98196E"
"Amazon Trust Services","Amazon Root CA 2","Included","serverAuth;clientAuth;emailProtection","Included","Included","Server Authentication;Client Authentication;Code Signing;Document Signing;Encrypting File System;Secure Email;Time Stamping","Included","Websites;Email","1BA5B2AA8C65401A82960118F80BEC4F62304D83CEC4713A19C39C011EA46DB4"
"Amazon Trust Services","Amazon Root CA 3","Included","serverAuth;clientAuth;emailProtection","Included","Included","Server Authentication;Client Authentication;Document Signing;Encrypting File System;Secure Email;Time Stamping","Included","Websites;Email","18CE6CFE7BF14E60B2E347B8DFE868CB31D02EBB3ADA271569F50343B46DB3A4"
"Amazon Trust Services","Amazon Root CA 4","Included","serverAuth;clientAuth;emailProtection","Included","Included","Server Authentication;Client Authentication;Code Signing;Document Signing;Encrypting File System;Secure Email;Time Stamping","Included","Websites;Email","E35D28419ED02025CFA69038CD623962458DA5C695FBDEA3C22B0BFB25897092"
"Amazon Trust Services","Starfield Services Root Certificate Authority - G2","Included","serverAuth;clientAuth","Removed","Included","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","Included","Websites","568D6905A2C88708A4B3025190EDCFEDB1974A606A13C6E5290FCB2AE63EDAB5"
"Asseco Data Systems S.A. (previously Unizeto Certum)","Certum CA","Included","clientAuth;emailProtection","Not Included","Included","Server Authentication;Client Authentication;Code Signing;OCSP Signing;Secure Email;Time Stamping","Included","Email","D8E0FEBC1DB2E38D00940F37D27D41344D993E734B99D5656D9778D4D8143624"
"Asseco Data Systems S.A. (previously Unizeto Certum)","Certum EC-384 CA","Included","serverAuth;clientAuth;emailProtection","Included","Included","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","Included","Websites;Email","6B328085625318AA50D173C98D8BDA09D57E27413D114CF787A0F5D06C030CF6"
"Asseco Data Systems S.A. (previously Unizeto Certum)","Certum Trusted Network CA","Included","serverAuth;clientAuth;emailProtection","Included","Included","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","Included","Websites;Email","5C58468D55F58E497E743982D2B50010B6D165374ACF83A7D4A32DB768C4408E"
"Asseco Data Systems S.A. (previously Unizeto Certum)","Certum Trusted Network CA 2","Included","serverAuth;clientAuth;emailProtection","Included","Included","Server Authentication;Client Authentication;Code Signing;Secure Email","Included","Websites;Email","B676F2EDDAE8775CD36CB0F63CD1D4603961F49E6265BA013A2F0307B6D0B804"
"Asseco Data Systems S.A. (previously Unizeto Certum)","Certum Trusted Root CA","Included","serverAuth;clientAuth;emailProtection","Included","Included","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","Included","Websites;Email","FE7696573855773E37A95E7AD4D9CC96C30157C15D31765BA9B15704E1AE78FD"
"Autoridad de Certificacion Firmaprofesional","Autoridad de Certificacion Firmaprofesional CIF A62634068","Not Included","","Included","Included","Server Authentication;Client Authentication","Included","Websites","57DE0583EFD2B26E0361DA99DA9DF4648DEF7EE8441C3B728AFA9BCDE0F9B26A"
"Autoridad de Certificacion Firmaprofesional","Autoridad de Certificacion Firmaprofesional CIF A62634068","Included","serverAuth;clientAuth","Not Included","Included","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","Removed","","04048028BF1F2864D48F9AD4D83294366A828856553F3B14303F90147F5D40EF"
"Autoridad de Certificacion Firmaprofesional","FIRMAPROFESIONAL CA ROOT-A WEB","Not Included","","Not Included","Not Included","","Included","Websites","BEF256DAF26E9C69BDEC1602359798F3CAF71821A03E018257C53C65617F3D4A"
"Autoridad de Certificación (ANF AC)","ANF Global Root CA","Not Included","","Not Included","Included","Server Authentication;Client Authentication","Not Yet Included","","E0E17AEA06CF9CE12AAE8190345A2C59720130A7D8FF72F3745AD75DBAA365B6"
"Autoridad de Certificación (ANF AC)","ANF Secure Server Root CA","Not Included","","Included","Not Included","","Included","Websites","FB8FEC759169B9106B1E511644C618C51304373F6C0643088D8BEFFD1B997599"
"BEIJING CERTIFICATE AUTHORITY Co., Ltd.","BJCA Global Root CA1","Not Included","","Not Included","Not Included","","Included","Websites","F3896F88FE7C0A882766A7FA6AD2749FB57A7F3E98FB769C1FA7B09C2C44D5AE"
"BEIJING CERTIFICATE AUTHORITY Co., Ltd.","BJCA Global Root CA2","Not Included","","Not Included","Not Included","","Included","Websites","574DF6931E278039667B720AFDC1600FC27EB66DD3092979FB73856487212882"
"Buypass","Buypass Class 2 Root CA","Included","serverAuth;clientAuth","Included","Included","Server Authentication;Client Authentication;Encrypting File System;IP Security Tunnel Termination;IP Security User;OCSP Signing;Secure Email;Time Stamping","Included","Websites","9A114025197C5BB95D94E63D55CD43790847B646B23CDF11ADA4A00EFF15FB48"
"Buypass","Buypass Class 3 Root CA","Included","serverAuth;clientAuth","Included","Included","Server Authentication;Client Authentication;OCSP Signing;Secure Email;Time Stamping","Included","Websites","EDF7EBBCA27A2A384D387B7D4010C666E2EDB4843E4C29B4AE1D5B9332E6B24D"
"Buypass","Buypass Class 3 Root CA G2 HT","Not Included","","Not Included","Included","Document Signing","Not Yet Included","","AB936DFD7F171D3A3CBD08F9BEBDC3F3BAAABAA79DF6A908F8A7B0128627F187"
"Byte Computer S.A.","BYTE Root Certification Authority 001","Not Included","","Not Included","Included","Client Authentication;Code Signing;Document Signing;Secure Email;Time Stamping","Not Yet Included","","39AE2E6F304A6236BDF9066718DDC69E51AF5ED05A63F2EE8D80CA1D1CC8FE4F"
"Carillon Information Security Inc.","Carillon PKI Services G2 Root CA 1","Not Included","","Not Included","Included","Client Authentication;Document Signing;Secure Email;Time Stamping","Not Yet Included","","EE0EC4A0B5E6ECB865F49689B50E3DE38D4FD924A4041C0C2A62636DB0B6B31D"
"Certainly LLC","Certainly Root E1","Included","serverAuth;clientAuth","Included","Not Included","","Included","Websites","B4585F22E4AC756A4E8612A1361C5D9D031A93FD84FEBB778FA3068B0FC42DC2"
"Certainly LLC","Certainly Root R1","Included","serverAuth;clientAuth","Included","Not Included","","Included","Websites","77B82CD8644C4305F7ACC5CB156B45675004033D51C60C6202A8E0C33467D3A0"
"Certicámara","AC Raíz Certicámara S.A.","Not Included","","Not Included","NotBefore","Client Authentication;Code Signing;Encrypting File System;IP Security IKE Intermediate;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping;IP Security End System","Not Yet Included","","D2A90E5D35CAC4D41F7D44CE66AFF885E1815FB339185853A87E66C05C9BEF1E"
"Certigna","Certigna","Included","serverAuth;clientAuth;emailProtection","Included","Included","Server Authentication;Client Authentication;Code Signing;IP Security IKE Intermediate;IP Security Tunnel Termination;IP Security User;OCSP Signing;Secure Email;Time Stamping","Included","Websites;Email","E3B6A2DB2ED7CE48842F7AC53241C7B71D54144BFB40C11F3F1D0B42F5EEA12D"
"Certigna","Certigna Root CA","Not Included","","Included","Included","Server Authentication;Client Authentication;Code Signing;Document Signing;Encrypting File System;Secure Email;Time Stamping","Included","Websites;Email","D48D3D23EEDB50A459E55197601C27774B9D7B18C94D5A059511A10250B93168"
"certSIGN","certSIGN ROOT CA","Included","serverAuth;clientAuth;emailProtection","Included","Included","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","Included","Websites","EAA962C4FA4A6BAFEBE415196D351CCD888D4F53F3FA8AE6D7C466A94E6042BB"
